Loc Abbr,Loc Desc,Heart Disease Mortality per 100k,Gender,Race/Ethnicity
AL,Dallas County,719.4,Male,Overall
AL,DeKalb County,679.9,Male,Overall
AL,Elmore County,569.5,Male,Overall
AL,Escambia County,570.6,Male,Overall
AL,Etowah County,700.8,Male,Overall
AL,Fayette County,622.9,Male,Overall
AL,Franklin County,650.5,Male,Overall
AL,Geneva County,568.6,Male,Overall
AL,Greene County,615.7,Male,Overall
AL,Hale County,594,Male,Overall
AL,Henry County,545.9,Male,Overall
AL,Houston County,455.6,Male,Overall
AL,Jackson County,634.6,Male,Overall
AL,Jefferson County,491.6,Male,Overall
AL,Lamar County,598.2,Male,Overall
AL,Lauderdale County,477.9,Male,Overall
AL,Lawrence County,592.8,Male,Overall
AL,Lee County,457.3,Male,Overall
AL,Limestone County,550.9,Male,Overall
AL,Lowndes County,501.6,Male,Overall
AL,Macon County,711,Male,Overall
AL,Madison County,477.4,Male,Overall
AL,Marengo County,651.2,Male,Overall
AL,Marion County,668.5,Male,Overall
AL,Marshall County,639.2,Male,Overall
AL,Mobile County,571.6,Male,Overall
AL,Monroe County,484.5,Male,Overall
AL,Montgomery County,475.6,Male,Overall
AL,Morgan County,566.8,Male,Overall
AL,Perry County,660.3,Male,Overall
AL,Pickens County,589.5,Male,Overall
AL,Pike County,486.3,Male,Overall
AL,Randolph County,678,Male,Overall
AL,Russell County,438.7,Male,Overall
AL,St. Clair County,564.3,Male,Overall
AL,Shelby County,377.9,Male,Overall
AL,Sumter County,600.7,Male,Overall
AL,Talladega County,502.1,Male,Overall
AL,Tallapoosa County,525.2,Male,Overall
AL,Tuscaloosa County,546.6,Male,Overall
AL,Walker County,761.5,Male,Overall
AL,Washington County,608.1,Male,Overall
AL,Wilcox County,814.5,Male,Overall
AL,Winston County,476.4,Male,Overall
AL,Autauga County,337,Female,Overall
AL,Baldwin County,302.3,Female,Overall
AL,Barbour County,356,Female,Overall
AL,Bibb County,325.7,Female,Overall
AL,Blount County,333.5,Female,Overall
AL,Bullock County,340.9,Female,Overall
AL,Butler County,392.6,Female,Overall
AL,Calhoun County,470.3,Female,Overall
AL,Chambers County,313.2,Female,Overall
AL,Cherokee County,422.4,Female,Overall
AL,Chilton County,440.2,Female,Overall
AL,Choctaw County,430.9,Female,Overall
AL,Clarke County,341.3,Female,Overall
AL,Clay County,464.2,Female,Overall
AL,Cleburne County,442.5,Female,Overall
AL,Coffee County,352.9,Female,Overall
AL,Colbert County,427.1,Female,Overall
AL,Conecuh County,384.1,Female,Overall
AL,Coosa County,345.1,Female,Overall
AL,Covington County,368.3,Female,Overall
AL,Crenshaw County,342.1,Female,Overall
AL,Cullman County,397.3,Female,Overall
AL,Dale County,334.9,Female,Overall
AL,Dallas County,475.6,Female,Overall
AL,DeKalb County,434.5,Female,Overall
AL,Elmore County,364,Female,Overall
AL,Escambia County,356.9,Female,Overall
AL,Etowah County,439.9,Female,Overall
AL,Fayette County,338.9,Female,Overall
AL,Franklin County,427.2,Female,Overall
AL,Geneva County,335.2,Female,Overall
AL,Greene County,353.1,Female,Overall
AL,Hale County,387.3,Female,Overall
AL,Henry County,331.7,Female,Overall
AL,Houston County,319.1,Female,Overall
AL,Jackson County,404.2,Female,Overall
AL,Jefferson County,306.1,Female,Overall
AL,Lamar County,380.8,Female,Overall
AL,Lauderdale County,331.6,Female,Overall
AL,Lawrence County,402.5,Female,Overall
AL,Lee County,305.5,Female,Overall
AL,Limestone County,365.9,Female,Overall
AL,Lowndes County,399.5,Female,Overall
AL,Macon County,376.7,Female,Overall
AL,Madison County,316.8,Female,Overall
AL,Marengo County,475.7,Female,Overall
AL,Marion County,476.1,Female,Overall
AL,Marshall County,400.6,Female,Overall
AL,Mobile County,352.3,Female,Overall
AL,Monroe County,328.3,Female,Overall
AL,Montgomery County,281.2,Female,Overall
AL,Morgan County,383.8,Female,Overall
AL,Perry County,446.8,Female,Overall
AL,Pickens County,333.7,Female,Overall
AL,Pike County,352.6,Female,Overall
AL,Randolph County,433,Female,Overall
AL,Russell County,301.4,Female,Overall
AL,St. Clair County,344.7,Female,Overall
AL,Shelby County,255.6,Female,Overall
AL,Sumter County,414.4,Female,Overall
AL,Talladega County,421.3,Female,Overall
AL,Tallapoosa County,353.1,Female,Overall
AL,Tuscaloosa County,316.1,Female,Overall
AL,Walker County,556.1,Female,Overall
AL,Washington County,410.8,Female,Overall
AL,Wilcox County,653.7,Female,Overall
AL,Winston County,419.6,Female,Overall
AL,Autauga County,427.8,Overall,White
AL,Baldwin County,385.8,Overall,White
AL,Barbour County,437.3,Overall,White
AL,Bibb County,415.1,Overall,White
AL,Blount County,424.6,Overall,White
AL,Bullock County,390.1,Overall,White
AL,Butler County,472.8,Overall,White
AL,Calhoun County,585.5,Overall,White
AL,Chambers County,361.1,Overall,White
AL,Cherokee County,492.7,Overall,White
AL,Chilton County,546.6,Overall,White
AL,Choctaw County,485.4,Overall,White
AL,Clarke County,408.9,Overall,White
AL,Clay County,540.1,Overall,White
AL,Cleburne County,542.8,Overall,White
AL,Coffee County,413,Overall,White
AL,Colbert County,559.7,Overall,White
AL,Conecuh County,476.9,Overall,White
AL,Coosa County,419.3,Overall,White
AL,Covington County,482.3,Overall,White
AL,Crenshaw County,467.8,Overall,White
AL,Cullman County,442.1,Overall,White
AL,Dale County,435.1,Overall,White
AL,Dallas County,502.2,Overall,White
AL,DeKalb County,563.8,Overall,White
AL,Elmore County,472.4,Overall,White
AL,Escambia County,454.7,Overall,White
AL,Etowah County,555.7,Overall,White
AL,Fayette County,469.3,Overall,White
AL,Franklin County,545.3,Overall,White
AL,Geneva County,451,Overall,White
AL,Greene County,393.7,Overall,White
AL,Hale County,419.9,Overall,White
AL,Henry County,397.4,Overall,White
AL,Houston County,357.3,Overall,White
AL,Jackson County,522.1,Overall,White
AL,Jefferson County,355,Overall,White
AL,Lamar County,488.4,Overall,White
AL,Lauderdale County,388,Overall,White
AL,Lawrence County,534.7,Overall,White
AL,Lee County,352.3,Overall,White
AL,Limestone County,468.8,Overall,White
AL,Lowndes County,381.9,Overall,White
AL,Macon County,423.1,Overall,White
AL,Madison County,395,Overall,White
AL,Marengo County,496.6,Overall,White
AL,Marion County,583.7,Overall,White
AL,Marshall County,520.3,Overall,White
AL,Mobile County,443,Overall,White
AL,Monroe County,387.7,Overall,White
AL,Montgomery County,353.8,Overall,White
AL,Morgan County,476.5,Overall,White
AL,Perry County,508,Overall,White
AL,Pickens County,432.1,Overall,White
AL,Pike County,404.2,Overall,White
AL,Randolph County,536.2,Overall,White
AL,Russell County,369.7,Overall,White
AL,St. Clair County,441.1,Overall,White
AL,Shelby County,310.9,Overall,White
AL,Sumter County,451,Overall,White
AL,Talladega County,439.2,Overall,White
AL,Tallapoosa County,414.6,Overall,White
AL,Tuscaloosa County,395.4,Overall,White
AL,Walker County,687.5,Overall,White
AL,Washington County,491.2,Overall,White
AL,Wilcox County,478.4,Overall,White
AL,Winston County,450.8,Overall,White
AL,Autauga County,518,Male,White
AL,Baldwin County,481,Male,White
AL,Barbour County,521.8,Male,White
AL,Bibb County,526.5,Male,White
AL,Blount County,517.4,Male,White
AL,Bullock County,484.8,Male,White
AL,Butler County,612.6,Male,White
AL,Calhoun County,729.2,Male,White
AL,Chambers County,442.7,Male,White
AL,Cherokee County,603.5,Male,White
AL,Chilton County,632.2,Male,White
AL,Choctaw County,627.1,Male,White
AL,Clarke County,509.9,Male,White
AL,Clay County,598.6,Male,White
AL,Cleburne County,646.6,Male,White
AL,Coffee County,539.7,Male,White
AL,Colbert County,697.1,Male,White
AL,Conecuh County,601.6,Male,White
AL,Coosa County,508.3,Male,White
AL,Covington County,644.5,Male,White
AL,Crenshaw County,649.3,Male,White
AL,Cullman County,478.9,Male,White
AL,Dale County,546.6,Male,White
AL,Dallas County,625.5,Male,White
AL,DeKalb County,703.1,Male,White
AL,Elmore County,570.3,Male,White
AL,Escambia County,548.1,Male,White
AL,Etowah County,711.7,Male,White
AL,Fayette County,621.2,Male,White
AL,Franklin County,678.5,Male,White
AL,Geneva County,597.1,Male,White
AL,Greene County,539,Male,White
AL,Hale County,543,Male,White
AL,Henry County,522.8,Male,White
AL,Houston County,453.4,Male,White
AL,Jackson County,645.8,Male,White
AL,Jefferson County,461.2,Male,White
AL,Lamar County,605.6,Male,White
AL,Lauderdale County,472.9,Male,White
AL,Lawrence County,621.7,Male,White
AL,Lee County,429.3,Male,White
AL,Limestone County,568.5,Male,White
AL,Lowndes County,483.7,Male,White
AL,Macon County,508.4,Male,White
AL,Madison County,485.8,Male,White
AL,Marengo County,570,Male,White
AL,Marion County,684.7,Male,White
AL,Marshall County,659.7,Male,White
AL,Mobile County,560.7,Male,White
AL,Monroe County,499,Male,White
AL,Montgomery County,475.3,Male,White
AL,Morgan County,570.8,Male,White
AL,Perry County,624.3,Male,White
AL,Pickens County,547.8,Male,White
AL,Pike County,497,Male,White
AL,Randolph County,658.5,Male,White
AL,Russell County,479,Male,White
AL,St. Clair County,567.4,Male,White
AL,Shelby County,385.7,Male,White
AL,Sumter County,624.2,Male,White
AL,Talladega County,485.5,Male,White
AL,Tallapoosa County,488.6,Male,White
AL,Tuscaloosa County,536.5,Male,White
AL,Walker County,783.4,Male,White
AL,Washington County,588.9,Male,White
AL,Wilcox County,576.7,Male,White
AL,Winston County,483.7,Male,White
AL,Autauga County,354.1,Female,White
AL,Baldwin County,307.1,Female,White
AL,Barbour County,333.7,Female,White
AL,Bibb County,311.6,Female,White
AL,Blount County,339.9,Female,White
AL,Bullock County,305.1,Female,White
AL,Butler County,370,Female,White
AL,Calhoun County,464.5,Female,White
AL,Chambers County,298.8,Female,White
AL,Cherokee County,423.1,Female,White
AL,Chilton County,448.3,Female,White
AL,Choctaw County,394.2,Female,White
AL,Clarke County,321.4,Female,White
AL,Clay County,446.9,Female,White
AL,Cleburne County,440.6,Female,White
AL,Coffee County,341.9,Female,White
AL,Colbert County,437.2,Female,White
AL,Conecuh County,374.1,Female,White
AL,Coosa County,334.6,Female,White
AL,Covington County,348.6,Female,White
AL,Crenshaw County,333.6,Female,White
AL,Cullman County,403,Female,White
AL,Dale County,323.8,Female,White
AL,Dallas County,403.6,Female,White
AL,DeKalb County,443.3,Female,White
AL,Elmore County,382.1,Female,White
AL,Escambia County,339.2,Female,White
AL,Etowah County,436.3,Female,White
AL,Fayette County,351.7,Female,White
AL,Franklin County,438.5,Female,White
AL,Geneva County,326.7,Female,White
AL,Greene County,294.1,Female,White
AL,Hale County,351.6,Female,White
AL,Henry County,311.7,Female,White
AL,Houston County,304,Female,White
AL,Jackson County,408.6,Female,White
AL,Jefferson County,279.8,Female,White
AL,Lamar County,394.7,Female,White
AL,Lauderdale County,328.8,Female,White
AL,Lawrence County,421.9,Female,White
AL,Lee County,290.5,Female,White
AL,Limestone County,383.4,Female,White
AL,Lowndes County,317.8,Female,White
AL,Macon County,315.2,Female,White
AL,Madison County,325.3,Female,White
AL,Marengo County,400.3,Female,White
AL,Marion County,488.5,Female,White
AL,Marshall County,407.4,Female,White
AL,Mobile County,350.1,Female,White
AL,Monroe County,305.2,Female,White
AL,Montgomery County,266.8,Female,White
AL,Morgan County,395.6,Female,White
AL,Perry County,417.2,Female,White
AL,Pickens County,317.9,Female,White
AL,Pike County,326.9,Female,White
AL,Randolph County,409.9,Female,White
AL,Russell County,298.6,Female,White
AL,St. Clair County,340.7,Female,White
AL,Shelby County,254.5,Female,White
AL,Sumter County,365.9,Female,White
AL,Talladega County,392.7,Female,White
AL,Tallapoosa County,345.2,Female,White
AL,Tuscaloosa County,285.6,Female,White
AL,Walker County,580.4,Female,White
AL,Washington County,376,Female,White
AL,Wilcox County,390.3,Female,White
AL,Winston County,428.7,Female,White
AL,Autauga County,442.6,Overall,Black
AL,Baldwin County,427.7,Overall,Black
AL,Barbour County,547,Overall,Black
AL,Bibb County,466.8,Overall,Black
AL,Blount County,439.8,Overall,Black
AL,Bullock County,461.8,Overall,Black
AL,Butler County,435.5,Overall,Black
AL,Calhoun County,597.5,Overall,Black
AL,Chambers County,489.7,Overall,Black
AL,Cherokee County,570,Overall,Black
AL,Chilton County,508.6,Overall,Black
AL,Choctaw County,639.3,Overall,Black
AL,Clarke County,536.7,Overall,Black
AL,Clay County,601.6,Overall,Black
AL,Cleburne County,594.2,Overall,Black
AL,Coffee County,528.4,Overall,Black
AL,Colbert County,464.1,Overall,Black
AL,Conecuh County,490.4,Overall,Black
AL,Coosa County,544.6,Overall,Black
AL,Covington County,580.6,Overall,Black
AL,Crenshaw County,471.8,Overall,Black
AL,Cullman County,516.4,Overall,Black
AL,Dale County,488,Overall,Black
AL,Dallas County,642.5,Overall,Black
AL,DeKalb County,539,Overall,Black
AL,Elmore County,387.4,Overall,Black
AL,Escambia County,445,Overall,Black
AL,Etowah County,589.7,Overall,Black
AL,Fayette County,492.2,Overall,Black
AL,Franklin County,450,Overall,Black
AL,Geneva County,448.4,Overall,Black
AL,Greene County,553.2,Overall,Black
AL,Hale County,537.8,Overall,Black
AL,Henry County,489.3,Overall,Black
AL,Houston County,445.9,Overall,Black
AL,Jackson County,469.8,Overall,Black
AL,Jefferson County,430.7,Overall,Black
AL,Lamar County,409.7,Overall,Black
AL,Lauderdale County,468.4,Overall,Black
AL,Lawrence County,457.7,Overall,Black
AL,Lee County,476.8,Overall,Black
AL,Limestone County,428.9,Overall,Black
AL,Lowndes County,499.3,Overall,Black
AL,Macon County,614.5,Overall,Black
AL,Madison County,426.5,Overall,Black
AL,Marengo County,611.6,Overall,Black
AL,Marion County,470.6,Overall,Black
AL,Marshall County,548,Overall,Black
AL,Mobile County,473,Overall,Black
AL,Monroe County,456.5,Overall,Black
AL,Montgomery County,371.8,Overall,Black
AL,Morgan County,471.4,Overall,Black
AL,Perry County,608.1,Overall,Black
AL,Pickens County,503.8,Overall,Black
AL,Pike County,484.1,Overall,Black
AL,Randolph County,613.8,Overall,Black
AL,Russell County,354.7,Overall,Black
AL,St. Clair County,529.3,Overall,Black
AL,Shelby County,356.3,Overall,Black
AL,Sumter County,505,Overall,Black
AL,Talladega County,577.9,Overall,Black
AL,Tallapoosa County,532.3,Overall,Black
AL,Tuscaloosa County,477.5,Overall,Black
AL,Walker County,446.4,Overall,Black
AL,Washington County,524.5,Overall,Black
AL,Wilcox County,892.2,Overall,Black
AL,Winston County,486.9,Overall,Black
AL,Autauga County,626.3,Male,Black
AL,Baldwin County,553.7,Male,Black
AL,Barbour County,820,Male,Black
AL,Bibb County,612.4,Male,Black
AL,Blount County,569.7,Male,Black
AL,Bullock County,550.2,Male,Black
AL,Butler County,453.1,Male,Black
AL,Calhoun County,759.6,Male,Black
AL,Chambers County,717.7,Male,Black
AL,Cherokee County,758.5,Male,Black
AL,Chilton County,670.9,Male,Black
AL,Choctaw County,853.3,Male,Black
AL,Clarke County,772.9,Male,Black
AL,Clay County,686.4,Male,Black
AL,Cleburne County,759.3,Male,Black
AL,Coffee County,566,Male,Black
AL,Colbert County,568.7,Male,Black
AL,Conecuh County,566.6,Male,Black
AL,Coosa County,701.6,Male,Black
AL,Covington County,576.9,Male,Black
AL,Crenshaw County,549.2,Male,Black
AL,Cullman County,735.4,Male,Black
AL,Dale County,673.5,Male,Black
AL,Dallas County,734.7,Male,Black
AL,DeKalb County,692.4,Male,Black
AL,Elmore County,550,Male,Black
AL,Escambia County,528.9,Male,Black
AL,Etowah County,754.5,Male,Black
AL,Fayette County,616.9,Male,Black
AL,Franklin County,552.4,Male,Black
AL,Geneva County,471.5,Male,Black
AL,Greene County,801.4,Male,Black
AL,Hale County,736.2,Male,Black
AL,Henry County,617.6,Male,Black
AL,Houston County,474.5,Male,Black
AL,Jackson County,534.9,Male,Black
AL,Jefferson County,550.1,Male,Black
AL,Lamar County,507.1,Male,Black
AL,Lauderdale County,612.8,Male,Black
AL,Lawrence County,594.3,Male,Black
AL,Lee County,671,Male,Black
AL,Limestone County,532.2,Male,Black
AL,Lowndes County,541.2,Male,Black
AL,Macon County,846.1,Male,Black
AL,Madison County,514.9,Male,Black
AL,Marengo County,729.5,Male,Black
AL,Marion County,651.6,Male,Black
AL,Marshall County,632.1,Male,Black
AL,Mobile County,615.5,Male,Black
AL,Monroe County,460.3,Male,Black
AL,Montgomery County,484.9,Male,Black
AL,Morgan County,701.4,Male,Black
AL,Perry County,745.1,Male,Black
AL,Pickens County,625.4,Male,Black
AL,Pike County,505,Male,Black
AL,Randolph County,812.2,Male,Black
AL,Russell County,380.2,Male,Black
AL,St. Clair County,656.5,Male,Black
AL,Shelby County,453.9,Male,Black
AL,Sumter County,597.2,Male,Black
AL,Talladega County,595,Male,Black
AL,Tallapoosa County,712.7,Male,Black
AL,Tuscaloosa County,597.3,Male,Black
AL,Walker County,560.9,Male,Black
AL,Washington County,629.3,Male,Black
AL,Wilcox County,997.1,Male,Black
AL,Winston County,603.7,Male,Black
AL,Autauga County,290.7,Female,Black
AL,Baldwin County,343.8,Female,Black
AL,Barbour County,379,Female,Black
AL,Bibb County,359.4,Female,Black
AL,Blount County,355.9,Female,Black
AL,Bullock County,364.6,Female,Black
AL,Butler County,430.1,Female,Black
AL,Calhoun County,517.3,Female,Black
AL,Chambers County,389.1,Female,Black
AL,Cherokee County,459.2,Female,Black
AL,Chilton County,373,Female,Black
AL,Choctaw County,511,Female,Black
AL,Clarke County,394,Female,Black
AL,Clay County,506.8,Female,Black
AL,Cleburne County,500.3,Female,Black
AL,Coffee County,463,Female,Black
AL,Colbert County,389.3,Female,Black
AL,Conecuh County,432.9,Female,Black
AL,Coosa County,386.9,Female,Black
AL,Covington County,488.2,Female,Black
AL,Crenshaw County,335,Female,Black
AL,Cullman County,382.7,Female,Black
AL,Dale County,427.5,Female,Black
AL,Dallas County,540.2,Female,Black
AL,DeKalb County,506.5,Female,Black
AL,Elmore County,308.3,Female,Black
AL,Escambia County,355.6,Female,Black
AL,Etowah County,499.4,Female,Black
AL,Fayette County,394.7,Female,Black
AL,Franklin County,374.9,Female,Black
AL,Geneva County,441.1,Female,Black
AL,Greene County,415.5,Female,Black
AL,Hale County,428.1,Female,Black
AL,Henry County,412.6,Female,Black
AL,Houston County,398.6,Female,Black
AL,Jackson County,389.9,Female,Black
AL,Jefferson County,352.4,Female,Black
AL,Lamar County,332.5,Female,Black
AL,Lauderdale County,387.7,Female,Black
AL,Lawrence County,356.7,Female,Black
AL,Lee County,381.7,Female,Black
AL,Limestone County,352,Female,Black
AL,Lowndes County,443.9,Female,Black
AL,Macon County,396.6,Female,Black
AL,Madison County,353.8,Female,Black
AL,Marengo County,531.2,Female,Black
AL,Marion County,341,Female,Black
AL,Marshall County,441,Female,Black
AL,Mobile County,373.3,Female,Black
AL,Monroe County,445.5,Female,Black
AL,Montgomery County,300.7,Female,Black
AL,Morgan County,346.5,Female,Black
AL,Perry County,497.8,Female,Black
AL,Pickens County,391.7,Female,Black
AL,Pike County,412.2,Female,Black
AL,Randolph County,418.5,Female,Black
AL,Russell County,388,Female,Black
AL,St. Clair County,415.8,Female,Black
AL,Shelby County,318.8,Female,Black
AL,Sumter County,487.6,Female,Black
AL,Talladega County,525.4,Female,Black
AL,Tallapoosa County,392.7,Female,Black
AL,Tuscaloosa County,362.5,Female,Black
AL,Walker County,358.3,Female,Black
AL,Washington County,448.2,Female,Black
AL,Wilcox County,721.6,Female,Black
AL,Winston County,378.8,Female,Black
AL,Autauga County,,Overall,Hispanic
AL,Baldwin County,241.2,Overall,Hispanic
AL,Barbour County,,Overall,Hispanic
AL,Bibb County,169.2,Overall,Hispanic
AL,Blount County,165.4,Overall,Hispanic
AL,Bullock County,,Overall,Hispanic
AL,Butler County,,Overall,Hispanic
AL,Calhoun County,,Overall,Hispanic
AL,Chambers County,,Overall,Hispanic
AL,Cherokee County,,Overall,Hispanic
AL,Chilton County,171,Overall,Hispanic
AL,Choctaw County,,Overall,Hispanic
AL,Clarke County,,Overall,Hispanic
AL,Clay County,,Overall,Hispanic
AL,Cleburne County,,Overall,Hispanic
AL,Coffee County,,Overall,Hispanic
AL,Colbert County,,Overall,Hispanic
AL,Conecuh County,,Overall,Hispanic
AL,Coosa County,,Overall,Hispanic
AL,Covington County,,Overall,Hispanic
AL,Crenshaw County,,Overall,Hispanic
AL,Cullman County,,Overall,Hispanic
AL,Dale County,,Overall,Hispanic
AL,Dallas County,,Overall,Hispanic
AL,DeKalb County,185.5,Overall,Hispanic
AL,Elmore County,,Overall,Hispanic
AL,Escambia County,164.1,Overall,Hispanic
AL,Etowah County,176.3,Overall,Hispanic
AL,Fayette County,,Overall,Hispanic
AL,Franklin County,,Overall,Hispanic
AL,Geneva County,,Overall,Hispanic
AL,Greene County,,Overall,Hispanic
AL,Hale County,,Overall,Hispanic
AL,Henry County,,Overall,Hispanic
AL,Houston County,,Overall,Hispanic
AL,Jackson County,226.8,Overall,Hispanic
AL,Jefferson County,168.6,Overall,Hispanic
AL,Lamar County,,Overall,Hispanic
AL,Lauderdale County,,Overall,Hispanic
AL,Lawrence County,,Overall,Hispanic
AL,Lee County,45.9,Overall,Hispanic
AL,Limestone County,135.7,Overall,Hispanic
AL,Lowndes County,,Overall,Hispanic
AL,Macon County,,Overall,Hispanic
AL,Madison County,128.4,Overall,Hispanic
AL,Marengo County,,Overall,Hispanic
